Geo Point;Geo Shape;id_ref_ZdA;GARES_ID;NOM_GARE;NOM_IV;MODE_;TERMINUS;IDREFLIGA;RES_COM;LIGNE_CODE;INDICE_LIG;X;Y
-5.980216521073887, -1.3613075334914222;"{""coordinates"": [-1.361307533491422, -5.980216521073887], ""type"": ""Point""}";47517;95;BOUFFEMONT-MOISSELLES;Bouffemont-Moisselles;TRAIN;;A01849;TRAIN H;TRAIN H-253;H;316.48861686;566.93918958
-5.982673357923648, -1.3603176132643169;"{""coordinates"": [-1.360317613264317, -5.982673357923648], ""type"": ""Point""}";46280;437;LE VERT-DE-MAISONS;Le Vert-de-Maisons;RER;;A01842;RER D;RER D-372;D;453.40035891;167.01405523
-5.982051476449643, -1.3614724975262498;"{""coordinates"": [-1.36147249752625, -5.982051476449643], ""type"": ""Point""}";45419;40;AV. DU PDT KENNEDY;Av. du Pdt Kennedy;RER;;A01840;RER C;RER C-335;C;273.8093789;274.66388229
-5.98253265091849, -1.3612090808483865;"{""coordinates"": [-1.361209080848387, -5.98253265091849], ""type"": ""Point""}";43111;190;CLAMART;Clamart;TRAIN;;A01847;TRAIN N;TRAIN N-287;N;311.7685435;195.30282726
-5.982602992202269, -1.361684886587339;"{""coordinates"": [-1.361684886587339, -5.982602992202269], ""type"": ""Point""}";43088;62;BELLEVUE;Bellevue;TRAIN;;A01847;TRAIN N;TRAIN N-289;N;234.88805988;188.2586744
-5.980390452352883, -1.359682347203682;"{""coordinates"": [-1.359682347203682, -5.980390452352883], ""type"": ""Point""}";46222;889;VERT-GALANT;Vert-Galant;RER;;A01857;RER B;RER B-411;B;575.41289254;524.69884359
-5.980704024488952, -1.3625828984873285;"{""coordinates"": [-1.362582898487328, -5.980704024488952], ""type"": ""Point""}";47447;205;CONFLANS-STE-HONORINE;Conflans-Ste-Honorine;TRAIN;;A01852;TRAIN J;TRAIN J-129;J;107.77444056;500.20366745
-5.983067388009779, -1.3604957034268408;"{""coordinates"": [-1.360495703426841, -5.983067388009779], ""type"": ""Point""}";46395;31;ATHIS-MONS;Athis-Mons;RER;;A01840;RER C;RER C-150;C;421.37056822;103.37990913
-5.981158857534288, -1.3598490321843775;"{""coordinates"": [-1.359849032184377, -5.981158857534288], ""type"": ""Point""}";47901;434;LE RAINCY-VILLEMOMBLE-MONTFERMEIL;Le Raincy-Villemomble-Montfermeil;RER;;A01843;RER E;RER E-365;E;541.90025972;403.17044763
-5.981160294270287, -1.362687836180587;"{""coordinates"": [-1.362687836180587, -5.981160294270287], ""type"": ""Point""}";47915;4;ACHERES-GRAND-CORMIER;Acheres-Grand-Cormier;RER;;A01856;RER A;RER A-138;A;86.91681923;428.09510958
-5.981689699101887, -1.3630910481365455;"{""coordinates"": [-1.363091048136545, -5.981689699101887], ""type"": ""Point""}";46983;749;ROSNY-SUR-SEINE;Rosny-sur-Seine;TRAIN;;;GL;GRD LIGNES-111;GL;17.60712223;346.9228002
-5.981008984087157, -1.362020390647082;"{""coordinates"": [-1.362020390647082, -5.981008984087157], ""type"": ""Point""}";47969;455;LES VALLEES;Les Vallees;TRAIN;;A02176;TRAIN L;TRAIN L-398;L;195.22653268;446.40086831
-5.98109425414022, -1.3620628046446772;"{""coordinates"": [-1.362062804644677, -5.98109425414022], ""type"": ""Point""}";47412;399;LA GARENNE-COLOMBES;La Garenne-Colombes;TRAIN;;A02176;TRAIN L;TRAIN L-391;L;187.6740433;433.12696291
-5.982808718543586, -1.3611452847049583;"{""coordinates"": [-1.361145284704958, -5.982808718543586], ""type"": ""Point""}";46007;392;LA CROIX-DE-BERNY-FRESNES;La Croix-de-Berny-Fresnes;RER;;A01857;RER B;RER B-300;B;319.54986923;150.54395069
-5.980419969347174, -1.3628625380407686;"{""coordinates"": [-1.362862538040769, -5.980419969347174], ""type"": ""Point""}";47897;132;CERGY-ST-CHRISTOPHE;Cergy-St-Christophe;TRAIN;;A02176;TRAIN L;TRAIN L-277;L;65.47208263;548.15311356
-5.981779383738805, -1.3630233119935677;"{""coordinates"": [-1.363023311993568, -5.981779383738805], ""type"": ""Point""}";43157;507;MANTES-LA-JOLIE;Mantes-la-Jolie;TRAIN;TRAIN J;A01852;TRAIN J;TRAIN J-114;J;27.66923816;331.96558308
-5.980595838520683, -1.3627195775281973;"{""coordinates"": [-1.362719577528197, -5.980595838520683], ""type"": ""Point""}";47879;591;NEUVILLE UNIVERSITE;Neuville Universite;RER;;A01856;RER A;RER A-444;A;86.82692443;518.73325096
-5.980072748516567, -1.3599023371028598;"{""coordinates"": [-1.35990233710286, -5.980072748516567], ""type"": ""Point""}";43065;744;AEROPORT CHARLES DE GAULLE 2-TGV;Aeroport Charles de Gaulle 2-TGV;RER;RER B;A01857;RER B;RER B-443;B;542.96667481;577.50427246
-5.981857206794128, -1.3590054678224641;"{""coordinates"": [-1.359005467822464, -5.981857206794128], ""type"": ""Point""}";43117;216;COULOMMIERS;Coulommiers;TRAIN;TRAIN P;A01844;TRAIN P;TRAIN P-31;P;670.91976606;283.90733752
-5.982103295624728, -1.3625759239808233;"{""coordinates"": [-1.362575923980823, -5.982103295624728], ""type"": ""Point""}";47954;831;SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;St-Nom-la-Breteche-Foret-de-Marly;TRAIN;TRAIN L;A02176;TRAIN L;TRAIN L-84;L;96.50413517;276.14798669
-5.9812102143605355, -1.3614782919722177;"{""coordinates"": [-1.361478291972218, -5.981210214360535], ""type"": ""Point""}";44514;688;PORTE-DE-CLICHY;Porte-de-Clichy;RER;;A01840;RER C;RER C-442;C;280.32670071;409.38431588
-5.980579222237925, -1.360035469083469;"{""coordinates"": [-1.360035469083469, -5.980579222237925], ""type"": ""Point""}";43071;956;AULNAY-SOUS-BOIS;Aulnay-sous-Bois;TRAIN;;A02175;TRAIN K;TRAIN K-405;K;517.14886242;497.60901741
-5.98039430904399, -1.3615966717787265;"{""coordinates"": [-1.361596671778726, -5.98039430904399], ""type"": ""Point""}";46482;339;GROS-NOYER-ST-PRIX;Gros-Noyer-St-Prix;TRAIN;;A01849;TRAIN H;TRAIN H-235;H;268.57567214;541.04149689
-5.980310237498061, -1.3616013060393026;"{""coordinates"": [-1.361601306039303, -5.980310237498061], ""type"": ""Point""}";47963;875;VAUCELLES;Vaucelles;TRAIN;;A01849;TRAIN H;TRAIN H-237;H;268.57711706;554.54047883
-5.981063918718882, -1.359115779856065;"{""coordinates"": [-1.359115779856065, -5.981063918718882], ""type"": ""Point""}";47325;567;MONTRY-CONDE;Montry-Conde;TRAIN;;A01844;TRAIN P;TRAIN P-22;P;660.25757129;411.87359665
-5.983296773432904, -1.3590904818273173;"{""coordinates"": [-1.359090481827317, -5.983296773432904], ""type"": ""Point""}";43144;400;LA GRANDE PAROISSE;La Grande Paroisse;TRAIN;;A01845;TRAIN R;TRAIN R-64;R;644.55970533;54.21137173
-5.983393918511119, -1.3593105062544109;"{""coordinates"": [-1.359310506254411, -5.983393918511119], ""type"": ""Point""}";47130;880;MORET-VENEUX-LES-SABLONS;Moret-Veneux-les-Sablons;TRAIN;;A01845;TRAIN R;TRAIN R-61;R;608.43629897;40.60870937
-5.98338519361026, -1.3591523362175288;"{""coordinates"": [-1.359152336217529, -5.98338519361026], ""type"": ""Point""}";47953;824;ST-MAMMES;St-Mammes;TRAIN;;A01845;TRAIN R;TRAIN R-62;R;633.8638926;40.60457993
-5.983401169495816, -1.3594419357654484;"{""coordinates"": [-1.359441935765448, -5.983401169495816], ""type"": ""Point""}";47961;853;THOMERY;Thomery;TRAIN;;A01845;TRAIN R;TRAIN R-60;R;587.30750874;40.61214271
-5.98291046914794, -1.3607931276555219;"{""coordinates"": [-1.360793127655522, -5.98291046914794], ""type"": ""Point""}";47907;670;PONT DE RUNGIS;Pont de Rungis;RER;;A01840;RER C;RER C-352;C;375.09039792;131.13516688
-5.983113838159437, -1.3603805817831405;"{""coordinates"": [-1.36038058178314, -5.983113838159437], ""type"": ""Point""}";45735;893;VIGNEUX-SUR-SEINE;Vigneux-sur-Seine;RER;;A01842;RER D;RER D-176;D;439.41044069;94.92407981
-5.983447500451182, -1.3606737373993956;"{""coordinates"": [-1.360673737399396, -5.983447500451182], ""type"": ""Point""}";47906;277;EVRY-COURCOURONNES;Evry-Courcouronnes;RER;;A01842;RER D;RER D-203;D;389.47277223;44.10757723
-5.983331668638102, -1.3604778690740393;"{""coordinates"": [-1.360477869074039, -5.983331668638102], ""type"": ""Point""}";45860;334;GRAND-BOURG;Grand-Bourg;RER;;A01842;RER D;RER D-155;D;414.75791826;66.09745743
-5.983377853950528, -1.3604269817301708;"{""coordinates"": [-1.360426981730171, -5.983377853950528], ""type"": ""Point""}";45745;276;EVRY VAL DE SEINE;Evry Val de Seine;RER;;A01842;RER D;RER D-156;D;420.29374222;60.5624956
-5.983020969012448, -1.361629453574497;"{""coordinates"": [-1.361629453574497, -5.983020969012448], ""type"": ""Point""}";43091;73;BIEVRES;Bievres;RER;;A01840;RER C;RER C-171;C;240.07252706;120.85671267
-5.983027526377048, -1.3617507906341877;"{""coordinates"": [-1.361750790634188, -5.983027526377048], ""type"": ""Point""}";43215;874;VAUBOYEN;Vauboyen;RER;;A01840;RER C;RER C-78;C;220.56751654;120.88223499
-5.983020303828189, -1.3620030026385415;"{""coordinates"": [-1.362003002638541, -5.983020303828189], ""type"": ""Point""}";57674;638;PETIT-JOUY-LES-LOGES;Petit-Jouy-les-Loges;RER;;A01840;RER C;RER C-76;C;180.20896255;124.27377936
-5.983312684927099, -1.361000179893581;"{""coordinates"": [-1.361000179893581, -5.983312684927099], ""type"": ""Point""}";43202;829;ST-MICHEL-SUR-ORGE;St-Michel-sur-Orge;RER;;A01840;RER C;RER C-160;C;338.34586555;68.58174935
-5.98356302193912, -1.3615368733575368;"{""coordinates"": [-1.361536873357537, -5.98356302193912], ""type"": ""Point""}";415484;254;EGLY;Egly;RER;;A01840;RER C;RER C-197;C;250.11278674;33.26249483
-5.983441121124034, -1.3611150207904081;"{""coordinates"": [-1.361115020790408, -5.983441121124034], ""type"": ""Point""}";47905;101;BOURAY;Bouray;RER;;A01840;RER C;RER C-186;C;318.80337431;49.03875491
-5.983570714711246, -1.3616815192692053;"{""coordinates"": [-1.361681519269205, -5.983570714711246], ""type"": ""Point""}";47925;109;BREUILLET-BRUYERES-LE-CHATEL;Breuillet-Bruyères-le-Châtel;RER;;A01840;RER C;RER C-198;C;226.86177212;33.31302436
-5.983569992613225, -1.36053158254475;"{""coordinates"": [-1.36053158254475, -5.983569992613225], ""type"": ""Point""}";43142;396;LA FERTE-ALAIS;La Ferte-Alais;RER;;A01842;RER D;RER D-213;D;412.20154665;23.23882028
-5.983574600643782, -1.3606150012482137;"{""coordinates"": [-1.360615001248214, -5.983574600643782], ""type"": ""Point""}";47895;106;BOUTIGNY-SUR-ESSONNE;Boutigny-sur-Essonne;RER;;A01842;RER D;RER D-214;D;398.23735915;23.24033078
-5.983579450997636, -1.3607027966461873;"{""coordinates"": [-1.360702796646187, -5.983579450997636], ""type"": ""Point""}";43156;503;MAISSE;Maisse;RER;;A01842;RER D;RER D-215;D;384.23198008;23.24181326
-5.982473959026251, -1.3599411306468305;"{""coordinates"": [-1.359941130646831, -5.982473959026251], ""type"": ""Point""}";58270;142;CHAMPIGNY;Champigny;RER;;A01856;RER A;RER A-347;A;515.50405684;193.46457368
-5.981666453229361, -1.359255709427309;"{""coordinates"": [-1.359255709427309, -5.981666453229361], ""type"": ""Point""}";43207;856;TORCY;Torcy;RER;;A01856;RER A;RER A-7;A;632.50099239;316.65954806
-5.980504033513846, -1.359193337871447;"{""coordinates"": [-1.359193337871447, -5.980504033513846], ""type"": ""Point""}";47928;146;CHANGIS-ST-JEAN;Changis-St-Jean;TRAIN;;A01844;TRAIN P;TRAIN P-19;P;652.78030974;502.18579836
-5.9803479178205805, -1.359272400831436;"{""coordinates"": [-1.359272400831436, -5.980347917820581], ""type"": ""Point""}";47484;364;ISLES-ARMENTIERES-CONGIS;Isles-Armentieres-Congis;TRAIN;;A01844;TRAIN P;TRAIN P-17;P;641.49008539;527.87662224
-5.980184693691751, -1.3592500692201908;"{""coordinates"": [-1.359250069220191, -5.980184693691751], ""type"": ""Point""}";47486;472;LIZY-SUR-OURCQ;Lizy-sur-Ourcq;TRAIN;;A01844;TRAIN P;TRAIN P-18;P;646.51311937;553.80707543
-5.980146022773056, -1.359119538362714;"{""coordinates"": [-1.359119538362714, -5.980146022773056], ""type"": ""Point""}";47491;229;CROUY-SUR-OURCQ;Crouy-sur-Ourcq;TRAIN;;A01844;TRAIN P;TRAIN P-434;P;667.77487946;558.84134084
-5.982514406917917, -1.3590899469440543;"{""coordinates"": [-1.359089946944054, -5.982514406917917], ""type"": ""Point""}";47184;569;MORMANT;Mormant;TRAIN;;A01844;TRAIN P;TRAIN P-39;P;651.56661698;179.45016728
-5.982004611571393, -1.3597129859730837;"{""coordinates"": [-1.359712985973084, -5.982004611571393], ""type"": ""Point""}";43223;912;VILLIERS-SUR-MARNE-PLESSIS-TREVISE;Villiers-sur-Marne-Plessis-Trevise;RER;;A01843;RER E;RER E-418;E;556.22154732;266.57734267
-5.981280328292223, -1.3623635262051206;"{""coordinates"": [-1.362363526205121, -5.981280328292223], ""type"": ""Point""}";43191;785;SARTROUVILLE;Sartrouville;RER;;A01856;RER A;RER A-140;A;137.83068327;406.00577919
-5.980937107042944, -1.3604274384497952;"{""coordinates"": [-1.360427438449795, -5.980937107042944], ""type"": ""Point""}";47891;290;FORT D'AUBERVILLIERS;Fort d'Aubervilliers;METRO;;A01540;METRO 7;METRO 7-107027;7;451.16210938;443.79187012
-5.981053612117874, -1.3605316365780626;"{""coordinates"": [-1.360531636578063, -5.981053612117874], ""type"": ""Point""}";46492;35;AUBERVILLIERS-PANTIN QUATRE CHEMINS;Aubervilliers-Pantin Quatre Chemins;METRO;;A01540;METRO 7;METRO 7-107029;7;433.43151856;426.06512451
-5.981251066064266, -1.3602768943634904;"{""coordinates"": [-1.36027689436349, -5.981251066064266], ""type"": ""Point""}";42949;253;EGLISE DE PANTIN;Eglise de Pantin;METRO;;A01538;METRO 5;METRO 5-105043;5;472.51147461;392.20007324
-5.982454679034275, -1.3610918651985362;"{""coordinates"": [-1.361091865198536, -5.982454679034275], ""type"": ""Point""}";44069;505;MALAKOFF-RUE ETIENNE DOLET;Malakoff-Rue Etienne Dolet;METRO;;A01546;METRO 13;METRO 13-114035;13;331.2449111;206.74597037
-5.982436399549655, -1.3612706457513992;"{""coordinates"": [-1.361270645751399, -5.982436399549655], ""type"": ""Point""}";44050;495;MAIRIE D'ISSY;Mairie d'Issy;METRO;METRO 12;A01545;METRO 12;METRO 12-112031;12;302.75335601;211.25635874
-5.981125800814066, -1.36123761098908;"{""coordinates"": [-1.36123761098908, -5.981125800814066], ""type"": ""Point""}";43252;323;GARIBALDI;Garibaldi;METRO;;A01546;METRO 13;METRO 13-114073;13;319.64745514;420.76425292
-5.980889946970967, -1.3609642799454036;"{""coordinates"": [-1.360964279945404, -5.980889946970967], ""type"": ""Point""}";44861;762;SAINT-DENIS-PORTE DE PARIS;St-Denis-Pte de Paris;METRO;;A01546;METRO 13;METRO 13-114079;13;365.54091539;456.09762381
-5.981366994230549, -1.360514214092648;"{""coordinates"": [-1.360514214092648, -5.981366994230549], ""type"": ""Point""}";45617;709;PRÉ-SAINT-GERVAIS;Pré-St-Gervais;METRO;METRO 7bis;A01550;METRO 7bis;METRO 7bis-117029;7b;433.45070594;375.74504279
-5.981387260174931, -1.3603030209342215;"{""coordinates"": [-1.360303020934222, -5.981387260174931], ""type"": ""Point""}";44055;494;MAIRIE DES LILAS;Mairie des Lilas;METRO;METRO 11;A01544;METRO 11;METRO 11-111033;11;467.11922543;370.62978098
-5.981834464504678, -1.3604544969931438;"{""coordinates"": [-1.360454496993144, -5.981834464504678], ""type"": ""Point""}";44528;702;PORTE DE VINCENNES;Pte de Vincennes;METRO;;A01534;METRO 1;METRO 1-101039;1;438.8848877;300.38330078
-5.982159532667924, -1.360346852161175;"{""coordinates"": [-1.360346852161175, -5.982159532667924], ""type"": ""Point""}";43811;466;LIBERTÉ;Liberté;METRO;;A01541;METRO 8;METRO 8-108077;8;453.26072312;247.39256474
-5.982485179947304, -1.3601825308841886;"{""coordinates"": [-1.360182530884189, -5.982485179947304], ""type"": ""Point""}";44067;499;MAISONS-ALFORT-LES-JULLIOTTES;Maisons-Alfort-les-Julliottes;METRO;;A01541;METRO 8;METRO 8-108085;8;476.7152231;193.80676131
-5.980819136939403, -1.3603221018533311;"{""coordinates"": [-1.360322101853331, -5.980819136939403], ""type"": ""Point""}";42151;412;LA COURNEUVE 8 MAI 1945;La Courneuve 8 Mai 1945;METRO;METRO 7;A01540;METRO 7;METRO 7-107025;7;469.08812217;461.74320575
