Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0751345E;E.M.PU MAURICE ROUVIER E 2 rue Maurice Rouvier;ECOLE MATERNELLE PUBLIQUE;MAURICE ROUVIER E;Public;2 rue Maurice Rouvier;;;75014;PARIS;Paris 14e  Arrondissement;649389.5;6859170.2;EPSG:2154;48.830600078351814;2.3105721558905192;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.830600078351814, 2.3105721558905192;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751355R;E.M.PU ORSEL 56 rue d'Orsel;ECOLE MATERNELLE PUBLIQUE;ORSEL;Public;56 rue d'Orsel;;;75018;PARIS;Paris 18e  Arrondissement;651662.5;6865039.2;EPSG:2154;48.883553827597304;2.3408666610778117;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.883553827597304, 2.3408666610778117;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751368E;E.M.PU PERCHAMPS 38 rue des Perchamps;ECOLE MATERNELLE PUBLIQUE;PERCHAMPS;Public;38 rue des Perchamps;;;75016;PARIS;Paris 16e  Arrondissement;646294.0;6861270.3;EPSG:2154;48.84923569532164;2.2681417449029984;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.84923569532164, 2.2681417449029984;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751370G;E.M.PU PIERRE BULLET 4 rue Pierre Bullet;ECOLE MATERNELLE PUBLIQUE;PIERRE BULLET;Public;4 rue Pierre Bullet;;;75010;PARIS;Paris 10e  Arrondissement;652915.4;6863696.2;EPSG:2154;48.8715694095831;2.358099393708845;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75110;Paris;Ile-de-France;Paris;48.8715694095831, 2.358099393708845;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751374L;E.M.PU PORTE BRANCION 5 avenue de la Porte Brancion;ECOLE MATERNELLE PUBLIQUE;PORTE BRANCION;Public;5 avenue de la Porte Brancion;;;75015;PARIS;Paris 15e  Arrondissement;648700.8;6858809.5;EPSG:2154;48.82730182890169;2.301234493406066;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.82730182890169, 2.301234493406066;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751378R;E.P.PU RAPP 28 avenue Rapp;ECOLE PRIMAIRE;RAPP;Public;28 avenue Rapp;;;75007;PARIS;Paris  7e  Arrondissement;648656.2;6862293.6;EPSG:2154;48.85863067111613;2.300206431263118;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75107;Paris;Ile-de-France;Paris;48.85863067111613, 2.300206431263118;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751379S;E.M.PU RECOLLETS S 23 passage des Récollets;ECOLE MATERNELLE PUBLIQUE;RECOLLETS S;Public;23 passage des Récollets;;;75010;PARIS;Paris 10e  Arrondissement;653105.9;6864030.4;EPSG:2154;48.87458869523627;2.3606594622842954;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75110;Paris;Ile-de-France;Paris;48.87458869523627, 2.3606594622842954;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751385Y;E.M.PU ROMAINVILLE Y 59 bis rue de Romainville;ECOLE MATERNELLE PUBLIQUE;ROMAINVILLE Y;Public;59 bis rue de Romainville;;;75019;PARIS;Paris 19e  Arrondissement;656241.8;6864317.4;EPSG:2154;48.877390330017256;2.4033821625953276;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.877390330017256, 2.4033821625953276;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751390D;E.M.PU SAUSSURE 48 rue de Saussure;ECOLE MATERNELLE PUBLIQUE;SAUSSURE;Public;48 rue de Saussure;;;75017;PARIS;Paris 17e  Arrondissement;649785.5;6865237.5;EPSG:2154;48.88519343210351;2.3152495760165572;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.88519343210351, 2.3152495760165572;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751403T;E.M.PU ST GERMAIN L'AUXERROIS 6 rue Saint-Germain l'Auxerrois;ECOLE MATERNELLE PUBLIQUE;ST GERMAIN L'AUXERROIS;Public;6 rue Saint-Germain l'Auxerrois;;;75001;PARIS;Paris  1er Arrondissement;651970.6;6862219.3;EPSG:2154;48.85821813148911;2.3453865095401367;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75101;Paris;Ile-de-France;Paris;48.85821813148911, 2.3453865095401367;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751404U;E.M.PU ST LUC 3 rue Saint Luc;ECOLE MATERNELLE PUBLIQUE;ST LUC;Public;3 rue Saint Luc;;;75018;PARIS;Paris 18e  Arrondissement;652640.6;6865262.6;EPSG:2154;48.88563547299171;2.3541785816808822;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.88563547299171, 2.3541785816808822;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751413D;E.M.PU TOURTILLE D 39 rue de Tourtille;ECOLE MATERNELLE PUBLIQUE;TOURTILLE D;Public;39 rue de Tourtille;;;75020;PARIS;Paris 20e  Arrondissement;654562.2;6863731.9;EPSG:2154;48.872008738055605;2.3805453313052536;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.872008738055605, 2.3805453313052536;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751427U;E.M.PU VITRUVE 61 rue Vitruve;ECOLE MATERNELLE PUBLIQUE;VITRUVE;Public;61 rue Vitruve;;;75020;PARIS;Paris 20e  Arrondissement;656495.1;6862328.0;EPSG:2154;48.859517097671365;2.407039315385831;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.859517097671365, 2.407039315385831;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751428V;E.M.PU VOLONTAIRES 17 rue des Volontaires;ECOLE MATERNELLE PUBLIQUE;VOLONTAIRES;Public;17 rue des Volontaires;;;75015;PARIS;Paris 15e  Arrondissement;649172.0;6860476.4;EPSG:2154;48.84232965351907;2.307453418521385;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.84232965351907, 2.307453418521385;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751563S;Collège de Stael;COLLEGE;DE STAEL;Public;14 rue de Staël;;;75015;PARIS;Paris 15e  Arrondissement;649372.7;6860617.9;EPSG:2154;48.84361795869752;2.3101710334506773;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.84361795869752, 2.3101710334506773;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-07-15
0751710B;Lycée Professionnel N.L Vauquelin;LYCEE PROFESSIONNEL;NICOLAS LOUIS VAUQUELIN;Public;13 avenue Boutroux;;;75013;PARIS;Paris 13e  Arrondissement;654198.5;6858202.6;EPSG:2154;48.82225795700617;2.3761827170945153;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.82225795700617, 2.3761827170945153;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-03-19
0751716H;Lycée professionnel Hôtelier Drouant;SECTION ENSEIGNT PROFESSIONNEL;LPO DROUANT;Public;20 rue Médéric;;;75017;PARIS;Paris 17e  Arrondissement;648937.8;6864751.1;EPSG:2154;48.880752743914954;2.3037489856625255;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.880752743914954, 2.3037489856625255;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-03
0751726U;E.M.PU VERSAILLES 141 avenue de Versailles;ECOLE MATERNELLE PUBLIQUE;VERSAILLES;Public;141 avenue de Versailles;;;75016;PARIS;Paris 16e  Arrondissement;646277.5;6860479.2;EPSG:2154;48.84212002802359;2.268016842007308;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.84212002802359, 2.268016842007308;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-04-15
0751727V;E.M.PU CAMBRAI 5 bis rue Cambrai;ECOLE MATERNELLE PUBLIQUE;CAMBRAI;Public;5 bis rue de Cambrai;;;75019;PARIS;Paris 19e  Arrondissement;654398.1;6866264.8;EPSG:2154;48.894774780599555;2.378036258767616;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.894774780599555, 2.378036258767616;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-04-15
0752189X;Collège Guy Flavien;COLLEGE;GUY FLAVIEN;Public;6 rue d'Artagnan;;;75012;PARIS;Paris 12e  Arrondissement;654949.4;6860770.9;EPSG:2154;48.84540790270691;2.3861376388304936;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.84540790270691, 2.3861376388304936;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-04-10
0752192A;Collège Georges Duhamel;COLLEGE;GEORGES DUHAMEL;Public;13 rue des Volontaires;;;75015;PARIS;Paris 15e  Arrondissement;649156.2;6860511.8;EPSG:2154;48.8426467584732;2.3072339182842927;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.8426467584732, 2.3072339182842927;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-04-10
0752246J;E.E.PU ALAIN FOURNIER J 1 square Alain Fournier;ECOLE ELEMENTAIRE PUBLIQUE;ALAIN FOURNIER J;Public;1 square Alain Fournier;;;75014;PARIS;Paris 14e  Arrondissement;649174.6;6858919.0;EPSG:2154;48.82832410607111;2.3076748902086424;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.82832410607111, 2.3076748902086424;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-11-15
0752250N;Collège Paul Gauguin;COLLEGE;PAUL GAUGUIN;Public;35 rue Milton;;;75009;PARIS;Paris  9e  Arrondissement;651773.7;6864561.5;EPSG:2154;48.87926635493981;2.3424371653174885;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75109;Paris;Ile-de-France;Paris;48.87926635493981, 2.3424371653174885;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-05-08
0752264D;E.M.PU GLACIERE D 100 rue de la Glacière;ECOLE MATERNELLE PUBLIQUE;GLACIERE D;Public;100 rue de la Glacière;;;75013;PARIS;Paris 13e  Arrondissement;651781.0;6859000.8;EPSG:2154;48.82925999244529;2.3431673724665205;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.82925999244529, 2.3431673724665205;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-05-06
0752266F;E.E.PU ETIENNE MARCEL 20 rue Etienne Marcel;ECOLE ELEMENTAIRE PUBLIQUE;ETIENNE MARCEL;Public;20 rue Etienne Marcel;;;75002;PARIS;Paris  2e  Arrondissement;652190.9;6862876.1;EPSG:2154;48.86414103227916;2.348315058498103;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75102;Paris;Ile-de-France;Paris;48.86414103227916, 2.348315058498103;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-05-06
0752318M;Collège Modigliani;COLLEGE;MODIGLIANI;Public;1 rue de Cherbourg;;;75015;PARIS;Paris 15e  Arrondissement;648962.4;6859296.6;EPSG:2154;48.831703123924015;2.304739240709977;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.831703123924015, 2.304739240709977;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-04-08
0752327X;E.E.PU TURENNE X 54 rue de Turenne;ECOLE ELEMENTAIRE PUBLIQUE;TURENNE X;Public;54 rue de Turenne;;;75003;PARIS;Paris  3e  Arrondissement;653382.0;6862246.6;EPSG:2154;48.858567317831834;2.3646192544523648;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75103;Paris;Ile-de-France;Paris;48.858567317831834, 2.3646192544523648;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-05-07
0752370U;E.P.PR L'ECOLE AUJOURD'HUI 24 boulevard Edgar Quinet;ECOLE PRIMAIRE PRIVEE;L'ECOLE AUJOURD'HUI;Privé;24 boulevard Edgar Quinet;;;75014;PARIS;Paris 14e  Arrondissement;650684.4;6860234.4;EPSG:2154;48.84027086282853;2.328087364375306;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.84027086282853, 2.328087364375306;20;CONTRAT SIMPLE TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1975-09-15
0752378C;E.E.PR LE COURS DU SOLEIL 53 rue la Fontaine;ECOLE ELEMENTAIRE PRIVEE;LE COURS DU SOLEIL;Privé;53 rue la Fontaine;;;75016;PARIS;Paris 16e  Arrondissement;646382.5;6861335.8;EPSG:2154;48.84983209963808;2.2693394173608805;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.84983209963808, 2.2693394173608805;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;1975-10-14
0752403E;E.M.PU EMILE LEPEU 44 rue Emile Lepeu;ECOLE MATERNELLE PUBLIQUE;EMILE LEPEU;Public;44 rue Emile Lepeu;;;75011;PARIS;Paris 11e  Arrondissement;655112.3;6862023.4;EPSG:2154;48.85668298364948;2.388225011639886;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75111;Paris;Ile-de-France;Paris;48.85668298364948, 2.388225011639886;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-05
0752410M;E.M.PU CEPRE 13 rue Cépré;ECOLE MATERNELLE PUBLIQUE;CEPRE;Public;13 rue Cépré;;;75015;PARIS;Paris 15e  Arrondissement;648893.7;6860956.4;EPSG:2154;48.84662426186955;2.3036040163430265;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.84662426186955, 2.3036040163430265;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-13
0752524L;Collège Victor Hugo;COLLEGE;VICTOR HUGO;Public;27 rue de Sévigné;;;75003;PARIS;Paris  3e  Arrondissement;653274.7;6862130.1;EPSG:2154;48.85751187081702;2.363169676401168;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75103;Paris;Ile-de-France;Paris;48.85751187081702, 2.363169676401168;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-11
0752525M;Collège Charlemagne;COLLEGE;CHARLEMAGNE;Public;13 rue Charlemagne;;;75004;PARIS;Paris  4e  Arrondissement;653065.2;6861758.6;EPSG:2154;48.85415577204055;2.360355489919927;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75104;Paris;Ile-de-France;Paris;48.85415577204055, 2.360355489919927;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-11
0752526N;Collège Henri IV;COLLEGE;HENRI IV;Public;23 rue Clovis;;;75005;PARIS;Paris  5e  Arrondissement;652106.3;6860899.4;EPSG:2154;48.846358457166815;2.3473846168330463;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75105;Paris;Ile-de-France;Paris;48.846358457166815, 2.3473846168330463;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-11
0752534X;Collège Lamartine;COLLEGE;LAMARTINE;Public;121 rue du Faubourg Poissonière;;;75009;PARIS;Paris  9e  Arrondissement;652260.7;6864459.0;EPSG:2154;48.8783808876197;2.349088600466694;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75109;Paris;Ile-de-France;Paris;48.8783808876197, 2.349088600466694;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-11
0752542F;Collège Jean François Oeben;COLLEGE;JEAN-FRANCOIS OEBEN;Public;21 rue de Reuilly;;;75012;PARIS;Paris 12e  Arrondissement;654944.7;6861111.8;EPSG:2154;48.8484732930053;2.386037482063799;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.8484732930053, 2.386037482063799;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-11
0752547L;Collège Claude Bernard;COLLEGE;CLAUDE BERNARD;Public;1 avenue du Parc des Princes;;;75016;PARIS;Paris 16e  Arrondissement;645317.8;6860472.1;EPSG:2154;48.8419754563088;2.254942359765863;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.8419754563088, 2.254942359765863;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-11
0752553T;Collège Honoré de Balzac;COLLEGE;HONORE DE BALZAC;Public;118 boulevard Bessières;;;75849;PARIS CEDEX 17;Paris 17e  Arrondissement;649812.1;6866386.8;EPSG:2154;48.8955306966347;2.3154764283937124;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.8955306966347, 2.3154764283937124;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-11
0752567H;E.M.PU JACQUIER 23 rue Jacquier;ECOLE MATERNELLE PUBLIQUE;JACQUIER;Public;23 rue Jacquier;;;75014;PARIS;Paris 14e  Arrondissement;649860.6;6859096.6;EPSG:2154;48.8299750065538;2.316997938540325;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.8299750065538, 2.316997938540325;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-06-09
0752570L;E.M.PU VAUVENARGUES L2 rue Vauvenargues;ECOLE MATERNELLE PUBLIQUE;VAUVENARGUES L;Public;2 rue Vauvenargues;;;75018;PARIS;Paris 18e  Arrondissement;651210.2;6866005.0;EPSG:2154;48.89220480280092;2.3345883813287682;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.89220480280092, 2.3345883813287682;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-06-30
0752573P;E.M.PU TANDOU P 22 rue Tandou;ECOLE MATERNELLE PUBLIQUE;TANDOU P;Public;22 rue Tandou;;;75019;PARIS;Paris 19e  Arrondissement;654580.4;6865339.6;EPSG:2154;48.886467663289416;2.3806215232393573;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.886467663289416, 2.3806215232393573;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-06-30
0752608C;Lycée professionnel Belliard - Lycée des métiers de l'hôtellerie et de la restauration;LP LYCEE DES METIERS;BELLIARD;Public;135 rue Belliard;;;75018;PARIS;Paris 18e  Arrondissement;651207.0;6866450.0;EPSG:2154;48.89620625975474;2.334493591082029;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.89620625975474, 2.334493591082029;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0752617M;E.M.PU MOUFFETARD M 97 rue Mouffetard;ECOLE MATERNELLE PUBLIQUE;MOUFFETARD M;Public;97 rue Mouffetard;;;75005;PARIS;Paris  5e  Arrondissement;652272.9;6860332.7;EPSG:2154;48.84127448139115;2.3497182527576768;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75105;Paris;Ile-de-France;Paris;48.84127448139115, 2.3497182527576768;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0752627Y;E.M.PU ARCHEREAU ILOT RIQUET 26 rue Archereau;ECOLE MATERNELLE PUBLIQUE;ARCHEREAU ILOT RIQUET;Public;26 rue Archereau;;;75019;PARIS;Paris 19e  Arrondissement;654035.9;6865789.6;EPSG:2154;48.890475723996566;2.373147875267947;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.890475723996566, 2.373147875267947;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0752628Z;E.M.PU SURMELIN 18 rue du Surmelin;ECOLE MATERNELLE PUBLIQUE;SURMELIN;Public;18 rue du Surmelin;;;75020;PARIS;Paris 20e  Arrondissement;656218.5;6863266.3;EPSG:2154;48.8679363915933;2.4031728105736034;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.8679363915933, 2.4031728105736034;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0752633E;E.P.PU BEAUREGARD 5 rue Beauregard;ECOLE PRIMAIRE PUBLIQUE;BEAUREGARD;Public;5 rue Beauregard;;;75002;PARIS;Paris  2e  Arrondissement;652197.3;6863446.4;EPSG:2154;48.86927011296214;2.3483381390405156;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75102;Paris;Ile-de-France;Paris;48.86927011296214, 2.3483381390405156;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0752634F;E.P.PU BERANGER 3 rue Béranger;ECOLE PRIMAIRE;BERANGER;Public;3 rue Béranger;;;75003;PARIS;Paris  3e  Arrondissement;653370.3;6862941.5;EPSG:2154;48.864815620893566;2.3643835586659154;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75103;Paris;Ile-de-France;Paris;48.864815620893566, 2.3643835586659154;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0752644S;E.E.PU SORBIER 15 rue Sorbier;ECOLE ELEMENTAIRE PUBLIQUE;SORBIER;Public;15 rue Sorbier;;;75020;PARIS;Paris 20e  Arrondissement;655406.9;6863105.4;EPSG:2154;48.86643376304837;2.3921264385226686;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.86643376304837, 2.3921264385226686;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0752695X;Collège Guillaume Budé;COLLEGE;GUILLAUME BUDE;Public;7 rue Jean Quarre;;;75019;PARIS;Paris 19e  Arrondissement;655720.9;6864259.5;EPSG:2154;48.876834043208895;2.3962863020082996;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.876834043208895, 2.3962863020082996;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0752766Z;E.M.PU FESSART Z 36 rue Fessart;ECOLE MATERNELLE PUBLIQUE;FESSART Z;Public;36 rue Fessart;;;75019;PARIS;Paris 19e  Arrondissement;654860.8;6864269.5;EPSG:2154;48.87686425926046;2.3845588645431586;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.87686425926046, 2.3845588645431586;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0752771E;E.M.PU PICPUS 47 rue de Picpus;ECOLE MATERNELLE PUBLIQUE;PICPUS;Public;47 rue de Picpus;;;75012;PARIS;Paris 12e  Arrondissement;655752.7;6860530.0;EPSG:2154;48.8432971393514;2.3971080889164535;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.8432971393514, 2.3971080889164535;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0752777L;E.M.PU ALESIA L 190 rue d'Alésia;ECOLE MATERNELLE PUBLIQUE;ALESIA L;Public;190 rue d'Alésia;;;75014;PARIS;Paris 14e  Arrondissement;649544.2;6859387.5;EPSG:2154;48.83256640113868;2.312653641888647;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.83256640113868, 2.312653641888647;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0752821J;Ecole internationale Bilingue section Monceau;COLLEGE PRIVE;E. INTER. BILINGU SECT MONCEAU;Privé;16 rue MARGUERITE;;;75017;PARIS;Paris 17e  Arrondissement;648708.4;6864757.7;EPSG:2154;48.88079386438504;2.3006204023276067;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.88079386438504, 2.3006204023276067;31;CONTRAT ASSOCIATION PARTIE DES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0752827R;E.P.PR SAINT-JEAN BOSCO 34 bis rue du Cotentin;ECOLE PRIMAIRE PRIVEE;SAINT-JEAN BOSCO;Privé;34 bis rue du Cotentin;;;75015;PARIS;Paris 15e  Arrondissement;649533.9;6860061.6;EPSG:2154;48.838627801374514;2.3124333748847836;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.838627801374514, 2.3124333748847836;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
