Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0922924D;Ecole secondaire privée Pardess Hannah;ECOLE SECONDAIRE PRIVEE;PARDESS HANNAH;Privé;132 rue Henri Ginoux;;;92120;MONTROUGE;Montrouge;650021.8;6857195.5;EPSG:2154;48.81289063370255;2.3194169078379105;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;092;11;25;92049;Hauts-de-Seine;Ile-de-France;Versailles;48.81289063370255, 2.3194169078379105;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2020-09-01
0922943Z;Ecole secondaire privée internationale Deutsche Schule Paris;ECOLE SECONDAIRE PRIVEE;INTERNATIONALE DEUTSCHE SCHULE PARIS;Privé;18 rue Pasteur;;;92210;ST CLOUD;Saint-Cloud;641562.5;6860519.5;EPSG:2154;48.84207211724655;2.203772372217851;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;092;11;25;92064;Hauts-de-Seine;Ile-de-France;Versailles;48.84207211724655, 2.203772372217851;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;1959-09-01
0922947D;Ecole maternelle privée Internationale Deutsche Schule Paris;ECOLE MATERNELLE PRIVEE;INTERNATIONALE DEUTSCHE SCHULE PARIS;Privé;18 rue Pasteur;;;92210;ST CLOUD;Saint-Cloud;641562.5;6860519.5;EPSG:2154;48.84207211724655;2.203772372217851;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;092;11;25;92064;Hauts-de-Seine;Ile-de-France;Versailles;48.84207211724655, 2.203772372217851;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;1959-09-01
0922953K;Ecole maternelle privée 123 mon école boulogne-billancourt;ECOLE MATERNELLE PRIVEE;123 MON ECOLE BOULOGNE-BILLANCOURT;Privé;87 rue du chateau;;;92100;BOULOGNE BILLANCOURT;Boulogne-Billancourt;644417.3;6860559.0;EPSG:2154;48.84267989822392;2.242662229180852;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;092;11;25;92012;Hauts-de-Seine;Ile-de-France;Versailles;48.84267989822392, 2.242662229180852;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2021-09-06
0922959S;Ecole primaire privée marmaroun;ECOLE PRIMAIRE PRIVEE;MARMAROUN;Privé;54 boulevard rodin;;;92130;ISSY LES MOULINEAUX;Issy-les-Moulineaux;645586.6;6857932.6;EPSG:2154;48.81916042893778;2.2589293332423206;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;092;11;25;92040;Hauts-de-Seine;Ile-de-France;Versailles;48.81916042893778, 2.2589293332423206;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2021-07-16
0922976K;Ecole élémentaire privée centre de référence pour l'évaluation neuropsychologique de l'enfant;ECOLE ELEMENTAIRE PRIVEE;CERENE;Privé;7 rue Joseph Monier 92500 RUEIL MALMAI;;;92500;RUEIL MALMAISON;Rueil-Malmaison;639218.9;6865946.5;EPSG:2154;48.890658361483304;2.1710662246982415;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;092;11;25;92063;Hauts-de-Seine;Ile-de-France;Versailles;48.890658361483304, 2.1710662246982415;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2021-09-01
0922989Z;Ecole élémentaire privée walt;ECOLE ELEMENTAIRE PRIVEE;WALT;Privé;50 quai Charles Pasqua;;;92300;LEVALLOIS PERRET;Levallois-Perret;647510.1;6866959.7;EPSG:2154;48.900498926090684;2.2840097874542993;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;092;11;25;92044;Hauts-de-Seine;Ile-de-France;Versailles;48.900498926090684, 2.2840097874542993;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2022-09-01
0923006T;Ecole secondaire privée Walt;ECOLE SECONDAIRE PRIVEE;WALT;Privé;50 quai Charles Pasqua;;;92300;LEVALLOIS PERRET;Levallois-Perret;647510.1;6866959.7;EPSG:2154;48.900498926090684;2.2840097874542993;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;092;11;25;92044;Hauts-de-Seine;Ile-de-France;Versailles;48.900498926090684, 2.2840097874542993;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2022-09-01
0923019G;Ecole maternelle privée montessori internationale de suresnes;ECOLE MATERNELLE PRIVEE;MONTESSORI INTERNATIONALE DE SURESNES;Privé;16 rue Edouard Nieuport;;;92150;SURESNES;Suresnes;643566.7;6863914.0;EPSG:2154;48.872776723576806;2.230627778170843;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;092;11;25;92073;Hauts-de-Seine;Ile-de-France;Versailles;48.872776723576806, 2.230627778170843;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2022-09-01
0923042G;Collège privé Beth Sepher Yad Mordekai;ECOLE SECONDAIRE PRIVEE;BETH SEPHER YAD MORDEKAI;Privé;23 rue Morel;;;92110;CLICHY;Clichy;650074.3;6867056.5;EPSG:2154;48.901573382707234;2.318973675364801;Correcte;Rue;340;COLLEGE;1;OUVERT;092;11;25;92024;Hauts-de-Seine;Ile-de-France;Versailles;48.901573382707234, 2.318973675364801;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2023-02-01
0923043H;Collège privé Institution Yad Mordekai;ECOLE SECONDAIRE PRIVEE;INSTITUTION YAD MORDEKAI;Privé;16 boulevard du Général Leclerc;;;92110;CLICHY;Clichy;649928.5;6866951.2;EPSG:2154;48.90061514678042;2.316997370187348;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;092;11;25;92024;Hauts-de-Seine;Ile-de-France;Versailles;48.90061514678042, 2.316997370187348;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2023-02-01
0930147E;Ecole élémentaire Julie-Victoire Daubié;ECOLE ELEMENTAIRE PUBLIQUE;JULIE-VICTOIRE DAUBIE;Public;55 avenue Aristide Briand;;;93320;LES PAVILLONS SOUS BOIS;Les Pavillons-sous-Bois;663269.2;6867746.2;EPSG:2154;48.9086637585793;2.4988972207480535;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93057;Seine-Saint-Denis;Ile-de-France;Créteil;48.9086637585793, 2.4988972207480535;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930159T;Ecole élémentaire Langevin-Wallon;ECOLE ELEMENTAIRE PUBLIQUE;LANGEVIN-WALLON;Public;36 rue des Chantaloups;;;93230;ROMAINVILLE;Romainville;658503.2;6865900.9;EPSG:2154;48.891780036936076;2.434059225643088;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93063;Seine-Saint-Denis;Ile-de-France;Créteil;48.891780036936076, 2.434059225643088;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930171F;Ecole élémentaire Diderot 1;ECOLE ELEMENTAIRE PUBLIQUE;DIDEROT 1;Public;246 rue de la République;;;93700;DRANCY;Drancy;657942.4;6869743.3;EPSG:2154;48.92629659430981;2.426030294915401;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.92629659430981, 2.426030294915401;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930173H;Ecole élémentaire Marcel Cachin;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL CACHIN;Public;77 avenue de la division Leclerc;;;93500;PANTIN;Pantin;657026.0;6868043.4;EPSG:2154;48.91094976874128;2.413696679913835;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93055;Seine-Saint-Denis;Ile-de-France;Créteil;48.91094976874128, 2.413696679913835;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930176L;Ecole élémentaire Anatole France;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE FRANCE;Public;1 avenue des Ecoles;;;93380;PIERREFITTE SUR SEINE;Pierrefitte-sur-Seine;653155.2;6873230.4;EPSG:2154;48.957322619080585;2.360315472301191;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93059;Seine-Saint-Denis;Ile-de-France;Créteil;48.957322619080585, 2.360315472301191;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930178N;Ecole élémentaire Edgar Quinet;ECOLE ELEMENTAIRE PUBLIQUE;EDGAR QUINET;Public;2 rue Edgar  Quinet;;;93300;AUBERVILLIERS;Aubervilliers;654484.7;6868772.5;EPSG:2154;48.917331468673;2.3789483441821337;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.917331468673, 2.3789483441821337;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930186X;Ecole élémentaire Jacques Decour;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES DECOUR;Public;29 rue du 8 Mai 1945;;;93000;BOBIGNY;Bobigny;658614.7;6867899.3;EPSG:2154;48.90975806293361;2.4353849525406206;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93008;Seine-Saint-Denis;Ile-de-France;Créteil;48.90975806293361, 2.4353849525406206;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930194F;Ecole élémentaire Jean Macé;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MACE;Public;46 rue Henri Barbusse;;;93300;AUBERVILLIERS;Aubervilliers;655263.5;6867360.7;EPSG:2154;48.90469047586905;2.3897234458295116;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.90469047586905, 2.3897234458295116;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930197J;Ecole élémentaire Jean-PierreTimbaud;ECOLE ELEMENTAIRE PUBLIQUE;JEAN-PIERRE TIMBAUD;Public;68 rue Anatole France;;;93700;DRANCY;Drancy;659715.0;6869750.5;EPSG:2154;48.92647476577509;2.450219890193925;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.92647476577509, 2.450219890193925;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930202P;Ecole élémentaire Jean Jaurès;ECOLE ELEMENTAIRE PUBLIQUE;JEAN JAURES;Public;27 rue Jean Jaurès;;;93240;STAINS;Stains;654655.3;6873994.6;EPSG:2154;48.964301889943414;2.3807172445672875;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.964301889943414, 2.3807172445672875;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930207V;Ecole élémentaire Jules Ferry;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY;Public;36 rue Jules Ferry;;;93170;BAGNOLET;Bagnolet;657254.5;6862155.0;EPSG:2154;48.85801215475019;2.417406761469999;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.85801215475019, 2.417406761469999;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930215D;Ecole élémentaire Joliot-Curie;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT-CURIE;Public;26 rue de la Maladrerie;;;93300;AUBERVILLIERS;Aubervilliers;655995.0;6868385.0;EPSG:2154;48.913951937079155;2.399595629485832;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.913951937079155, 2.399595629485832;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930226R;Ecole élémentaire spécialisée Charles Auray;ECOLE ELEMENTAIRE SPECIALISEE;CHARLES AURAY;Public;30 rue Charles Auray;;;93500;PANTIN;Pantin;657142.7;6865755.4;EPSG:2154;48.89038247512799;2.415519838423587;Parfaite;Numéro de rue;162;ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE;1;OUVERT;093;11;24;93055;Seine-Saint-Denis;Ile-de-France;Créteil;48.89038247512799, 2.415519838423587;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930231W;Ecole élémentaire Louis Pasteur 1;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS PASTEUR 1;Public;5 rue Pasteur;;;93800;EPINAY SUR SEINE;Epinay-sur-Seine;651132.4;6872245.6;EPSG:2154;48.94831666552749;2.3328082394317855;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93031;Seine-Saint-Denis;Ile-de-France;Créteil;48.94831666552749, 2.3328082394317855;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930271P;Ecole élémentaire Jules Ferry 1;ECOLE ELEMENTAIRE PUBLIQUE;JULES FERRY 1;Public;136 rue Louis Auguste  Blanqui;;;93140;BONDY;Bondy;662643.0;6866575.2;EPSG:2154;48.89809733629234;2.490457561763598;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93010;Seine-Saint-Denis;Ile-de-France;Créteil;48.89809733629234, 2.490457561763598;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930282B;Ecole élémentaire Anatole France;ECOLE ELEMENTAIRE PUBLIQUE;ANATOLE FRANCE;Public;13 ter avenue Louis Bordes;;;93240;STAINS;Stains;655100.9;6872875.4;EPSG:2154;48.95426921258019;2.3869213324153202;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.95426921258019, 2.3869213324153202;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930315M;Ecole élémentaire Condorcet;ECOLE ELEMENTAIRE PUBLIQUE;CONDORCET;Public;44 rue Henri  Barbusse;;;93300;AUBERVILLIERS;Aubervilliers;655234.3;6867354.1;EPSG:2154;48.90462909493411;2.389325823852188;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.90462909493411, 2.389325823852188;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930319S;Ecole élémentaire René Dewerpe;ECOLE ELEMENTAIRE PUBLIQUE;RENE DEWERPE;Public;72 rue Anatole France;;;93700;DRANCY;Drancy;659736.7;6869774.7;EPSG:2154;48.92669374057498;2.4505137280901983;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.92669374057498, 2.4505137280901983;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930322V;Ecole élémentaire Pablo Picasso;ECOLE ELEMENTAIRE PUBLIQUE;PABLO PICASSO;Public;105 avenue Jean Jaurès;;;93700;DRANCY;Drancy;659944.3;6869009.4;EPSG:2154;48.919824778306726;2.4534191162801995;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.919824778306726, 2.4534191162801995;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1983-09-01
0930336K;Ecole élémentaire Paul Langevin;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LANGEVIN;Public;26 rue de la Maladrerie;;;93300;AUBERVILLIERS;Aubervilliers;655995.0;6868385.0;EPSG:2154;48.913951937079155;2.399595629485832;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.913951937079155, 2.399595629485832;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930348Y;Ecole élémentaire Jules Guesde;ECOLE ELEMENTAIRE PUBLIQUE;JULES GUESDE;Public;3 rue Paul Bert;;;93300;AUBERVILLIERS;Aubervilliers;655245.1;6867854.1;EPSG:2154;48.90912611064877;2.3894204060271216;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93001;Seine-Saint-Denis;Ile-de-France;Créteil;48.90912611064877, 2.3894204060271216;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930374B;Ecole élémentaire Sadi Carnot;ECOLE ELEMENTAIRE PUBLIQUE;SADI CARNOT;Public;2 rue Sadi Carnot;;;93500;PANTIN;Pantin;656144.0;6866507.2;EPSG:2154;48.89707589527179;2.4018225931358215;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93055;Seine-Saint-Denis;Ile-de-France;Créteil;48.89707589527179, 2.4018225931358215;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930397B;Ecole élémentaire Paul Langevin;ECOLE ELEMENTAIRE PUBLIQUE;PAUL LANGEVIN;Public;74 avenue de la République;;;93170;BAGNOLET;Bagnolet;657513.9;6862427.5;EPSG:2154;48.86047989197224;2.4209148500928745;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;093;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.86047989197224, 2.4209148500928745;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930402G;Ecole maternelle Eugène Fischer;ECOLE MATERNELLE PUBLIQUE;EUGENE FISCHER;Public;4 allée Pierre Brossolette;;;93320;LES PAVILLONS SOUS BOIS;Les Pavillons-sous-Bois;663407.3;6866794.2;EPSG:2154;48.900110632610186;2.5008633072138613;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93057;Seine-Saint-Denis;Ile-de-France;Créteil;48.900110632610186, 2.5008633072138613;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930407M;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;43 rue Anatole France;;;93170;BAGNOLET;Bagnolet;658332.5;6864286.4;EPSG:2154;48.87725021876844;2.431889684678222;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.87725021876844, 2.431889684678222;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930408N;Ecole maternelle Paul Langevin;ECOLE MATERNELLE PUBLIQUE;PAUL LANGEVIN;Public;38 rue d'Anjou;;;93000;BOBIGNY;Bobigny;659634.8;6868068.3;EPSG:2154;48.9113425893922;2.449285526243809;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93008;Seine-Saint-Denis;Ile-de-France;Créteil;48.9113425893922, 2.449285526243809;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930409P;Ecole maternelle Victor Hugo;ECOLE MATERNELLE PUBLIQUE;VICTOR HUGO;Public;8 rue Arago;;;93400;ST OUEN SUR SEINE;Saint-Ouen-sur-Seine;650528.8;6867484.3;EPSG:2154;48.905455463404984;2.3251232402508855;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93070;Seine-Saint-Denis;Ile-de-France;Créteil;48.905455463404984, 2.3251232402508855;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930415W;Ecole maternelle Bayard;ECOLE MATERNELLE PUBLIQUE;BAYARD;Public;19 rue Baudin;;;93130;NOISY LE SEC;Noisy-le-Sec;660932.0;6866805.8;EPSG:2154;48.90006947963926;2.4670993104593713;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93053;Seine-Saint-Denis;Ile-de-France;Créteil;48.90006947963926, 2.4670993104593713;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930420B;Ecole maternelle Marcel Cachin;ECOLE MATERNELLE PUBLIQUE;MARCEL CACHIN;Public;15 avenue des Bois de Groslay;;;93700;DRANCY;Drancy;660629.5;6868937.8;EPSG:2154;48.919223203353695;2.462775383119988;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93029;Seine-Saint-Denis;Ile-de-France;Créteil;48.919223203353695, 2.462775383119988;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930423E;Ecole maternelle Pauline Kergomard;ECOLE MATERNELLE PUBLIQUE;PAULINE KERGOMARD;Public;3 allée Fernand Forest;;;93110;ROSNY SOUS BOIS;Rosny-sous-Bois;662020.2;6863681.0;EPSG:2154;48.87203397843002;2.4822217821139643;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93064;Seine-Saint-Denis;Ile-de-France;Créteil;48.87203397843002, 2.4822217821139643;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930426H;Ecole maternelle Anatole France;ECOLE MATERNELLE PUBLIQUE;ANATOLE FRANCE;Public;13 ter avenue Louis Bordes;;;93240;STAINS;Stains;655100.9;6872875.4;EPSG:2154;48.95426921258019;2.3869213324153202;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93072;Seine-Saint-Denis;Ile-de-France;Créteil;48.95426921258019, 2.3869213324153202;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930429L;Ecole maternelle Jean-Jacques Rousseau;ECOLE MATERNELLE PUBLIQUE;JEAN-JACQUES ROUSSEAU;Public;2 square de Cherbourg;;;93800;EPINAY SUR SEINE;Epinay-sur-Seine;648176.2;6873468.4;EPSG:2154;48.959080735672416;2.2922995694960844;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93031;Seine-Saint-Denis;Ile-de-France;Créteil;48.959080735672416, 2.2922995694960844;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930432P;Ecole maternelle Corbillon;ECOLE MATERNELLE PUBLIQUE;CORBILLON;Public;19 rue du Corbillon;;;93200;ST DENIS;Saint-Denis;652637.6;6871087.5;EPSG:2154;48.93801540903821;2.3534873323559733;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93066;Seine-Saint-Denis;Ile-de-France;Créteil;48.93801540903821, 2.3534873323559733;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930440Y;Ecole maternelle d'Estienne d'Orves;ECOLE MATERNELLE PUBLIQUE;D'ESTIENNE D'ORVES;Public;125 rue Denfert-Rochereau;;;93130;NOISY LE SEC;Noisy-le-Sec;660576.6;6865673.6;EPSG:2154;48.88986629109388;2.4623568352145737;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93053;Seine-Saint-Denis;Ile-de-France;Créteil;48.88986629109388, 2.4623568352145737;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930441Z;Ecole maternelle Alexandre Dumas;ECOLE MATERNELLE PUBLIQUE;ALEXANDRE DUMAS;Public;2 rue de Dijon;;;93800;EPINAY SUR SEINE;Epinay-sur-Seine;648415.8;6872973.3;EPSG:2154;48.954648049635786;2.295631657032746;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93031;Seine-Saint-Denis;Ile-de-France;Créteil;48.954648049635786, 2.295631657032746;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930442A;Ecole maternelle Jacqueline Quatremaire;ECOLE MATERNELLE PUBLIQUE;JACQUELINE QUATREMAIRE;Public;48 avenue de la division Leclerc;;;93500;PANTIN;Pantin;657044.7;6868008.7;EPSG:2154;48.91063897671329;2.413955312141724;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93055;Seine-Saint-Denis;Ile-de-France;Créteil;48.91063897671329, 2.413955312141724;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930450J;Ecole maternelle Jean Jaurès;ECOLE MATERNELLE PUBLIQUE;JEAN JAURES;Public;29 rue du 8 Mai 1945;;;93000;BOBIGNY;Bobigny;658614.7;6867899.3;EPSG:2154;48.90975806293361;2.4353849525406206;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93008;Seine-Saint-Denis;Ile-de-France;Créteil;48.90975806293361, 2.4353849525406206;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930454N;Ecole maternelle Irène et Frédéric Joliot-Curie;ECOLE MATERNELLE PUBLIQUE;IRENE ET FREDERIC JOLIOT CURIE;Public;78 avenue de la Dhuys;;;93170;BAGNOLET;Bagnolet;657306.7;6863841.8;EPSG:2154;48.87318482599838;2.4179487259882184;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93006;Seine-Saint-Denis;Ile-de-France;Créteil;48.87318482599838, 2.4179487259882184;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930461W;Ecole maternelle Louis Pasteur;ECOLE MATERNELLE PUBLIQUE;LOUIS PASTEUR;Public;21 ter avenue du Général Leclerc;;;93250;VILLEMOMBLE;Villemomble;664352.0;6865120.3;EPSG:2154;48.88511068550458;2.5138895623653883;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93077;Seine-Saint-Denis;Ile-de-France;Créteil;48.88511068550458, 2.5138895623653883;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0930466B;Ecole maternelle Henri Wallon;ECOLE MATERNELLE PUBLIQUE;HENRI WALLON;Public;Rue Henri Wallon;;;93430;VILLETANEUSE;Villetaneuse;651955.2;6872592.4;EPSG:2154;48.95149712694357;2.344002112144499;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;093;11;24;93079;Seine-Saint-Denis;Ile-de-France;Créteil;48.95149712694357, 2.344002112144499;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
